time,quat_w,quat_x,quat_y,quat_z,x,y,z,Aileron,Elevator,Mode,Rudder,Throttle,phi_deg,theta_deg,x_s,y_s,z_s,vx,vy,vz,speed_xy,speed_3d,chi_deg,s,n,u_along_track,alpha_deg,gamma_deg,seg_id
15.13024521,0.141067073,-0.061796077,0.026633084,0.987710486,7.248630371,2.604444824,3.504467773,0.0,0.21,-1.0,0.0,0.408,2.0330460457577524,7.445748605916192,7.248109909680671,2.6046283131002417,3.50612122809325,-4.397430650671384,1.5699075689236068,-0.08781145090867522,4.669261836996056,4.670087467418408,160.35314855542867,0.43963866824281617,0.7637905599073732,4.619225151821915,7.463359703204495,-0.017611097288302888,1
15.13893934,0.140110749,-0.037871391,0.018281023,0.989242403,7.203616699,2.620337646,3.506666992,0.0,0.21,-1.0,0.0,0.408,1.4691461734131428,4.591480436462325,7.204200533111907,2.6202460059417327,3.5055057199067696,-4.479173574713689,1.5882191903047245,-0.057122968350759126,4.752413713984254,4.752757004347982,160.4765816312041,0.4847117533467813,0.7519430842454666,4.8714225808426015,4.602147470308066,-0.010667033845740989,1
15.1489966,0.140773185,-0.028834688,0.017727469,0.989463092,7.160324707,2.635916016,3.505906738,0.0,0.21,-1.0,0.0,0.408,1.5480402659423842,3.557650542052388,7.1600090529440745,2.635849416946395,3.5052021613916184,-4.505578857584814,1.5866515487408142,-0.04541366806695328,4.776788039994751,4.777003912525528,160.60014971794425,0.5300647228906126,0.7401337020448286,4.358870910123009,3.56283831656282,-0.005187774510432135,1
15.15984412,0.140840678,-0.03106995,0.036221276,0.988881483,7.115933105,2.651233398,3.504309082,0.0,0.21,-1.0,0.0,0.408,3.6147429405825706,4.108869778529604,7.1156436056993195,2.6513886233356723,3.5050454338018744,-4.516747989313978,1.580976297512398,-0.04792255111160253,4.785446525902037,4.785686473555588,160.70865983160857,0.5755856050105717,0.728403010016809,4.6455353740539564,4.114972876916085,-0.006103098386481592,1
15.16891409,0.144022163,-0.022623657,0.057956551,0.987616742,7.070814453,2.666890381,3.505447266,0.0,0.21,-1.0,0.0,0.408,6.209550053496604,3.519087830734411,7.071252491286732,2.666860134634041,3.5046828315384713,-4.521760375147186,1.5758701666990316,-0.06616188334579916,4.788494927693174,4.788951980063187,160.78613968248231,0.6211263360577206,0.7167419416121313,4.808983216752495,3.531359426093438,-0.012271595359027065,1
15.17882573,0.143890052,-0.016457043,0.057630857,0.987777054,7.026741699,2.682332031,3.504089355,0.0,0.21,-1.0,0.0,0.504,6.272003468603337,2.8141703707545287,7.027028519230786,2.682258223895113,3.503891663491851,-4.471670587224638,1.5522590190323027,-0.09452895719869019,4.733428556851478,4.734372358250472,160.85648653903172,0.6664943131122865,0.7051398937207759,4.523885051769106,2.838927275787789,-0.024756905033260196,1
15.18890505,0.142788647,-0.01615078,0.057497872,0.98794967,6.98271875,2.697534424,3.502736816,0.0,0.21,-1.0,0.0,0.504,6.264892251555682,2.7703219620278112,6.98310905610025,2.697493446895113,3.502432549298378,-4.431501276544458,1.53233853606021,-0.12048503839865717,4.688951370307684,4.690499077666281,160.92547610608946,0.7115450959535483,0.6936743703169552,4.487216962364485,2.801757487735486,-0.031435525707675,1
15.19891794,0.141271959,-0.014405465,0.058137992,0.988157219,6.939446777,2.712738525,3.500926025,0.0,0.21,-1.0,0.0,0.504,6.369542347248791,2.5732314342824467,6.939129882724959,2.712666180123551,3.5010560776247184,-4.390079176866431,1.5133228262821823,-0.13987335731259687,4.643591407058004,4.645697548462322,160.98019805498708,0.7566500890984198,0.6822761635370947,4.538364910113998,2.6043051362294256,-0.031073701946978907,1
15.20875055,0.141223238,-0.017692167,0.059399604,0.98803576,6.895266113,2.727771729,3.499514893,0.0,0.21,-1.0,0.0,0.504,6.4612656586935175,2.9657044289658367,6.895300574111905,2.727761251086255,3.499634246433576,-4.336651372618403,1.4883674632020163,-0.14794123316822025,4.584951780897099,4.587337947178387,161.05744010293103,0.8015991852452977,0.6709426637931446,4.496847060222493,2.9997275534795707,-0.03402312451373386,1
15.21890558,0.140768948,-0.016445419,0.060281024,0.98806875,6.851510254,2.742657959,3.497854492,0.0,0.21,-1.0,0.0,0.504,6.582511630250998,2.8355682108202966,6.851528332857827,2.742751669925416,3.4979913127156275,-4.359374045418169,1.4878945519984987,-0.14462687546051564,4.606297023177335,4.608566935484159,161.15475381047483,0.8464825661659408,0.6597086138328219,4.476666268358109,2.8688815119677153,-0.03331330114741872,1
15.22883983,0.141836842,-0.016126657,0.06150361,0.987845909,6.808172852,2.757603516,3.49615332,0.0,0.21,-1.0,0.0,0.504,6.72360431781628,2.8263012650606694,6.807609756289062,2.757690075382293,3.496631670393949,-4.426400401950473,1.5020311446968284,-0.13229872639001153,4.674304020710096,4.6761758982133035,161.25614390547463,0.8915073581763551,0.648538769167853,4.357984918781803,2.855155328410226,-0.028854063349556654,1
15.23966807,0.140174336,-0.015191605,0.059156763,0.988241293,6.763371094,2.772617432,3.495483887,0.0,0.21,-1.0,0.0,0.504,6.475938296389755,2.6715507149407016,6.763580755303047,2.772597144804204,3.4954005057296134,-4.4257050720282685,1.493606352181684,-0.11823998737371719,4.6709447994869535,4.672441119422304,161.3512644615427,0.9366395281582793,0.6374094888991749,4.367893983090127,2.6972331630592734,-0.025682448118571732,1
15.24961309,0.139223126,-0.01517326,0.060963568,0.988266232,6.719212402,2.787482666,3.494681885,0.0,0.21,-1.0,0.0,0.504,6.68438027749071,2.691916179865324,6.719416499391626,2.787475810368307,3.494298315032644,-4.422099302334285,1.4836138447300466,-0.10480876874030516,4.66434049786034,4.66551788743596,161.4534026111451,0.9819040656553248,0.6263199517421751,4.879213243657603,2.7139125535133775,-0.021996373648053416,1
15.25837601,0.138784665,-0.014134902,0.061783838,0.988292362,6.675229492,2.802296143,3.493388184,0.0,0.21,-1.0,0.0,0.504,6.795033807828157,2.5842356161225353,6.675221116345005,2.8022499170046706,3.4933846002307787,-4.487684572811379,1.496516566280604,-0.09143021738274515,4.730631528474981,4.731514994465535,161.5579076664546,1.0271907742095259,0.6153372317754604,4.756315432950068,2.603471927348456,-0.01923631122592093,1
15.26904258,0.138424455,-0.013895909,0.060321575,0.988436585,6.630984863,2.816986816,3.492411377,0.0,0.21,-1.0,0.0,0.504,6.633259738204464,2.531601841011815,6.630918610669014,2.8169649076014074,3.492574295205138,-4.552001203735324,1.5095486170813421,-0.08072880423196123,4.795774388577931,4.79645380734275,161.6532881267618,1.0725792209032594,0.6044224773502214,4.4950028817114145,2.548715388816703,-0.01711354780488796,1
15.27869079,0.137754205,-0.01343932,0.06225435,0.988416693,6.586617676,2.83171167,3.491711182,0.0,0.21,-1.0,0.0,0.504,6.861981379995957,2.5057067238281796,6.586540690014003,2.8316547249417336,3.491823598013996,-4.566966394450706,1.507133770988976,-0.07278663343823592,4.809223872070994,4.809774646041621,161.73671565586096,1.1180406829082887,0.5935391852233007,4.390872304306022,2.521682171574473,-0.015975447746293506,1
15.28999076,0.137495867,-0.012728807,0.061508545,0.988508756,6.542250977,2.846278809,3.491031006,0.0,0.21,-1.0,0.0,0.587,6.788684037045153,2.4116850112819432,6.542247283139877,2.8462351444592158,3.4911321882750683,-4.526790465078811,1.487330044127506,-0.06516143131176513,4.764869628320671,4.765315161353272,161.8114565561659,1.1634086802016022,0.582757749909931,4.727335886630499,2.4257392702300247,-0.014054258948081627,1
15.29861517,0.139234469,-0.017904112,0.060990993,0.988217242,6.497770996,2.860512207,3.49087207,0.0,0.21,-1.0,0.0,0.587,6.645025912066941,3.001976233266933,6.49785830856645,2.860779098382293,3.490524550058285,-4.4848396269532955,1.468031867370755,-0.05873783429226786,4.71899396514836,4.71935950911604,161.87506832993034,1.208868818092414,0.5720207334553742,4.923008409605401,3.0145986635788877,-0.012622430311954943,1
15.30869072,0.137441674,-0.011177567,0.059571823,0.988653656,6.453443359,2.875357178,3.489832275,0.0,0.21,-1.0,0.0,0.587,6.592336742936537,2.2051018226314527,6.453421081673676,2.8752810753822926,3.4899962581282153,-4.511134652402654,1.4723239143070714,-0.05401571459684988,4.745321228404723,4.745628647310272,161.92458498527225,1.2543734845849883,0.561329625083093,4.581741714261113,2.216207354623485,-0.011105531992032453,1
15.31848601,0.137786148,-0.009423889,0.060325229,0.988578284,6.408892578,2.889965088,3.489542969,0.0,0.21,-1.0,0.0,0.587,6.704459826857762,2.020465445107685,6.408984781174841,2.889765326902107,3.4895125711352075,-4.548269864027117,1.4800491926035588,-0.04853834930256836,4.783022513907257,4.783268792352852,161.9746315398265,1.2998757286263736,0.5506561002992898,4.41053397939649,2.0310161649850933,-0.010550719877408219,1
15.32945832,0.137401812,-0.009997658,0.054052964,0.988988902,6.36457959,2.90402832,3.489317627,0.0,0.21,-1.0,0.0,0.587,5.982844930591518,1.984497846227469,6.364539884007009,2.904217098568773,3.489036912270406,-4.553264953472034,1.476780230887919,-0.04072009728203361,4.786763163856977,4.7869363598423496,162.0303404830375,1.3453837910932567,0.5400156661410935,4.578874208672715,1.9937551893390606,-0.009257343111591564,1
15.33867181,0.137583842,-0.009249053,0.058309685,0.988729044,6.320127441,2.918648438,3.488483398,0.0,0.21,-1.0,0.0,0.587,6.478273295249236,1.9676118483250058,6.320075786904446,2.9186369749300787,3.488653795895115,-4.503377087114277,1.4559067516961017,-0.03052605440188301,4.732871185483519,4.732969627873975,162.0843837533942,1.39090828669487,0.5294086370735358,4.766894478869617,1.9750332052503679,-0.0074213569253620635,1
15.34862177,0.137606037,-0.008352089,0.057731895,0.988767843,6.275564941,2.933007324,3.488222412,0.0,0.21,-1.0,0.0,0.587,6.4264146129521995,1.8569987690187844,6.27557379750118,2.9330165771981442,3.4883684621188906,-4.42881710295667,1.426926013325187,-0.0187950570662068,4.653013945707194,4.65305190526774,162.14151483459344,1.4364671320508773,0.518844943019675,4.6206052457855975,1.8616104588019209,-0.004611689783136632,1
15.3584001,0.1373648,-0.007974234,0.058386293,0.988766088,6.231037109,2.947378418,3.488274658,0.0,0.21,-1.0,0.0,0.587,6.507159339974019,1.8228717442042968,6.231039912669013,2.947312729400942,3.4882308994662106,-4.431139972074035,1.4217854407424027,-0.006244769882754765,4.653651823205014,4.653656013154629,162.2105264776991,1.4820506995779592,0.5083670979380582,4.6085200459347675,1.8242451786619072,-0.0013734344576103602,1
15.3684157,0.137080853,-0.008043536,0.055317553,0.988981346,6.186478516,2.961580811,3.488132324,0.0,0.21,-1.0,0.0,0.587,6.157542180754421,1.7807971096175474,6.186473334561787,2.9615553692773977,3.488246893188821,-4.465698527864765,1.425774001958016,0.0073443381129350525,4.687781441837163,4.687787195013787,162.29315571908907,1.5276623166608374,0.4979453388771965,4.533137397842594,1.7787296396319354,0.0020674699856119473,1
15.37853125,0.136976339,-0.006230458,0.054989552,0.989027209,6.141864258,2.975732666,3.48849292,0.0,0.21,-1.0,0.0,0.587,6.148495944359517,1.5694543122031404,6.141875000007009,2.9757766039557203,3.4884211334289144,-4.461986965582987,1.4173842147088846,0.019902682612267596,4.681699017786,4.681741322404898,162.3771524831784,1.5733037657338311,0.4875475945375285,4.39182791631724,1.564184616744352,0.005269695458788241,1
15.3892419,0.137286775,-0.005612007,0.055444324,0.988962474,6.097176758,2.989932861,3.488692627,0.0,0.21,-1.0,0.0,0.587,6.209332461551003,1.5084096315606397,6.097236906345003,2.9899425734079346,3.488736142599077,-4.478782138049264,1.415539704846521,0.030734112068535914,4.697152551930384,4.69725309960521,162.46061945623885,1.61898015659472,0.47720828052631425,4.338092944771375,1.500962107357685,0.00744752420295455,1
15.39960955,0.137106516,-0.005307785,0.053808336,0.989079519,6.052613281,3.004074951,3.488954346,0.0,0.21,-1.0,0.0,0.587,6.028288770904356,1.4471352657662082,6.052554203827521,3.004023062948727,3.4891001887669093,-4.484058174958929,1.4108849117379372,0.03882047466445828,4.700784397373035,4.700944690148879,162.53409679170912,1.6646937657853105,0.46695791347220195,4.803263978025768,1.438890295146897,0.008244970619311398,1
15.40850848,0.139033412,-0.010314763,0.052856583,0.988822276,6.007836914,3.017916992,3.489875488,0.014,0.21,-1.0,0.0,0.5,5.838570562721098,2.011299946906014,6.00782742731237,3.0180555068205215,3.4894869149230865,-4.467405672803153,1.3996439612437854,0.04385135539798286,4.681529308211152,4.681734679049019,162.60415893087338,1.7104472268832591,0.45675914805624074,4.878112049673149,2.002218973797844,0.009080973108170097,1
15.41849741,0.137736959,-0.003886834,0.050196403,0.98918843,5.963184082,3.032117676,3.489942383,0.014,0.21,-1.0,0.0,0.5,5.6389495018002025,1.2329526283041181,5.963075856505842,3.0320432616247177,3.4899388533683084,-4.501730108600908,1.4040986263981317,0.04798323932472751,4.715619463372449,4.715863580999047,162.6771952294114,1.7562216132128068,0.4466070088596238,4.566431149537692,1.2224097848636633,0.010542843440454827,1
15.42856235,0.138676044,-0.003075584,0.048973551,0.98912137,5.918196777,3.046167236,3.490333496,0.014,0.21,-1.0,0.0,0.5,5.511591527893238,1.1269183999704604,5.918296437790224,3.045979497158517,3.49045285023311,-4.538675450718287,1.4087522086254185,0.05424342959539164,4.752279203946233,4.752588766337154,162.75626346926722,1.8020193896885068,0.43650855990723936,4.5501783916351,1.1148855685394596,0.012032831431000717,1
15.43863436,0.138140246,-0.003623604,0.044533333,0.989404327,5.873416016,3.05963623,3.491030518,0.014,0.21,-1.0,0.0,0.5,4.998999006424495,1.1158548581584908,5.873480613163186,3.059855271669007,3.491041487536141,-4.538336696081656,1.4025504337201877,0.061625836709666884,4.750120807530061,4.7505205430437,162.8264954735172,1.84784832726797,0.42647343481558897,4.350050207019635,1.1025791401296092,0.013275718028881698,1
15.44973677,0.138637058,-0.002567427,0.045056779,0.989314448,5.828660156,3.07371167,3.491526367,0.014,0.21,-1.0,0.0,0.5,5.074582256517651,1.0069142030270077,5.828641713067614,3.073677970398611,3.491674252181828,-4.493864409163719,1.3827767177551853,0.06992063195927783,4.701796335350372,4.702316203094787,162.8966979112399,1.8936957679943411,0.41649314720490926,4.60437044149181,0.9931828001043368,0.013731402922670928,1
15.45891321,0.138744136,-0.001255636,0.045307885,0.989290491,5.783847656,3.087447998,3.492423096,0.014,0.21,-1.0,0.0,0.5,5.123741716584651,0.8627227957966991,5.783795124421927,3.0874804657878885,3.492301753909101,-4.497852127981196,1.377417840060256,0.0785117509748866,4.704035891795601,4.70469103835123,162.97336768728033,1.939549160737851,0.40653364089003174,4.861981052473126,0.8458738965365553,0.016848899260143806,1
15.46862922,0.139534647,-0.001127125,0.043688765,0.989252292,5.738936035,3.101198242,3.49340918,0.014,0.21,-1.0,0.0,0.5,4.941170443415922,0.8263606925642243,5.738938812298382,3.101146140547795,3.4932370964452306,-4.533035468976438,1.3829746929970492,0.09210762429732276,4.73930686540434,4.740201828922732,163.03368168622777,1.9854006686137389,0.3967112873291083,4.673718253041571,0.8052642386846677,0.021096453879556568,1
15.47854047,0.140487788,-0.001575775,0.040325776,0.98925959,5.69403418,3.114838867,3.494101074,0.014,0.21,-1.0,0.0,0.5,4.551253515723517,0.8278530726887402,5.6940694293077065,3.114791919384625,3.4942381919510583,-4.550916208884253,1.3831022914043114,0.107216582933994,4.7564493362983775,4.75765758377264,163.09506435837014,2.03126351753731,0.3869098640323988,4.59105409240162,0.8060143986680504,0.02183867402068983,1
15.48861796,0.140329376,-2.87904e-05,0.040087636,0.989292999,5.649208008,3.128424561,3.495095947,0.014,0.21,-1.0,0.0,0.5,4.549125576987116,0.647909342224528,5.649169829650363,3.128454374277399,3.495241292923087,-4.545450504498259,1.3742052601676766,0.11531462685321134,4.748637740017235,4.750037668175094,163.17859826743745,2.077157885437229,0.37709438043994725,4.569166345158479,0.6237663709811943,0.024142971243333748,1
15.49862919,0.141034472,0.000109923,0.038868624,0.989241379,5.604241699,3.142006836,3.496284424,0.014,0.21,-1.0,0.0,0.5,4.412488532418773,0.6157209410122024,5.604259134002343,3.1419622870093336,3.496453248671338,-4.442798517998018,1.335144097024678,0.11797682512724707,4.6390805588333155,4.64058045535387,163.27349349425887,2.1230502370196938,0.36743382371717903,4.554125986747096,0.5886246042879257,0.027096336724276655,1
15.50877692,0.142610691,-0.005318264,0.038659253,0.989009287,5.55936084,3.155253174,3.498230225,0.014,0.21,-1.0,0.0,0.5,4.299454994149707,1.234594442040817,5.559333318678336,3.1554517548671424,3.4977301718415017,-4.406944202372502,1.3163661546476297,0.11736790860774572,4.599345285573415,4.600842562172428,163.36897231119855,2.168956093858178,0.3577929247166459,4.558019296407835,1.202171011120026,0.03242343092079106,1
15.51873871,0.141554399,0.002263833,0.037341458,0.989223348,5.51432959,3.168980225,3.498907715,0.014,0.21,-1.0,0.0,0.5,4.273664940214127,0.34909517072760593,5.514568930909103,3.168895005048961,3.499418100347329,-4.4666469144130145,1.3282168141768107,0.12598041329380452,4.659945768300024,4.661648380994751,163.43945472880378,2.2146971922086696,0.3481844227784783,4.568536200970186,0.3210985596918815,0.02799661103572443,1
15.52893667,0.141817927,0.002953402,0.038262422,0.989148592,5.469529785,3.18237793,3.500244141,0.014,0.21,-1.0,0.0,0.5,4.389315292516719,0.28704663300649985,5.469186842244769,3.1822414906387047,3.5002895128904523,-4.4408612471558895,1.3181092212813352,0.14460970556381098,4.632349353807185,4.63460597059352,163.4683808995614,2.261045592375986,0.33872458921412707,4.410747585610352,0.26414467938200853,0.022901953624491343,1
15.53970299,0.142364994,0.003772834,0.035048959,0.989186306,5.42455127,3.195383057,3.502442139,0.024,0.222,-1.0,0.0,0.5,4.037787144543135,0.14412299924177868,5.424182836904442,3.195485923135207,3.5015543786713392,-4.353569239055606,1.2924477439869881,0.15918310457566603,4.541363923997752,4.544152896962272,163.46538134521697,2.30700863174053,0.32933446135558486,4.401124535201959,0.11396456622591859,0.030158433015860093,1
15.54981152,0.142300234,0.003731571,0.037504383,0.989105725,5.379542969,3.208845703,3.503540527,0.024,0.222,-1.0,0.0,0.5,4.315817529926399,0.1886139496556911,5.379400460128218,3.208721505634042,3.503041595550126,-4.306292768939267,1.2770191082305562,0.16989830892850635,4.491651724544612,4.494863807723361,163.48242345496195,2.3527500882595422,0.31993440447647026,4.826656638339102,0.15267672598808363,0.035937223667607446,1
15.5587517,0.142591102,0.004314163,0.037226637,0.989071956,5.334654785,3.221917969,3.505113037,0.024,0.222,-1.0,0.0,0.5,4.293760370886836,0.11930933000462038,5.334820862153859,3.2219175299627136,3.504801789060616,-4.456432502669317,1.3141187649854231,0.18076668427389608,4.646148811578717,4.649664006514633,163.57019567484852,2.3982861465684664,0.31055661116863,4.614919650135121,0.06963166922166317,0.049677660782957204,1
15.56884199,0.153379493,-0.006499331,0.001970821,0.988144024,5.287787109,3.23477124,3.502961182,0.024,0.222,-1.0,0.0,0.5,0.10893961101931625,0.7706008823607639,5.294578888575771,3.2339621906014084,3.5074877997529237,-4.787503200870685,1.400675544269197,0.19574342982177623,4.988193949583443,4.992033089732003,163.69215450041702,2.4394027342759177,0.30195914045589134,4.121711730255996,0.717871007171039,0.05272987518972486,1
15.57902199,0.131400728,0.016290173,0.055251883,0.989654341,5.247681152,3.247961914,3.510818359,0.024,0.222,-1.0,0.0,0.5,6.5263110336245225,-1.0155065793083347,5.253026689158521,3.2462199883776326,3.509202598557119,-4.796587033782013,1.3934376135467947,0.1899492773486883,4.994888943259172,4.998499403166715,163.80109868212105,2.481842880917732,0.29326012696268877,4.5498586932451985,-1.051485914140898,0.035979334832563464,1
15.58944597,0.129308463,0.015747485,0.061028015,0.989599367,5.202305176,3.261330566,3.512187744,0.024,0.222,-1.0,0.0,0.5,7.173474673981478,-0.8815031233076667,5.202581920776237,3.2607510278111986,3.5108598366037396,-4.73365386327893,1.3597938898398936,0.16770743659243453,4.925090691569186,4.927945221334126,163.97270855627374,2.5333360158844904,0.2830482311809458,5.354613280713352,-0.9123044461292641,0.030801322821597425,1
15.59957318,0.128862543,0.01782102,0.062583336,0.989525234,5.157651855,3.274021729,3.514487061,0.024,0.222,-1.0,0.0,0.5,7.381306059409875,-1.096673930171504,5.145440177055956,3.2769580693962803,3.5125896521701727,-4.783042358009144,1.3553339374001043,0.1454771911131575,4.9713604053999285,4.973488503406067,164.17926913294613,2.5916438948955793,0.27173282939561727,5.9726312270183115,-1.1253745665044292,0.028700636332925137,1
15.60973682,0.130295947,0.015478423,0.058893799,0.989603402,5.11270752,3.286771729,3.516318848,0.024,0.222,-1.0,0.0,0.5,6.9273465587394485,-0.8759578866542803,5.083787234741271,3.2942843533519914,3.5143390632401035,-4.998210438600038,1.3994540775241553,0.13326624790825117,5.190431514202781,5.192142062430583,164.35823024372772,2.654541479501825,0.2596837936469817,5.217257756606358,-0.9039575138221464,0.027999627167866133,1
15.62912082,0.138844855,-0.013163553,0.015796917,0.990100641,5.017879395,3.311938965,3.511334473,0.024,0.222,-1.0,0.0,0.5,1.5837717175195536,1.7451053959282523,5.019839153109569,3.3120995388601493,3.516210064247097,-5.108622927830559,1.4200643478388337,0.14388152293259118,5.302321281359609,5.304273075870095,164.4654521974776,2.7197673331212773,0.24734175173008144,3.347360803510213,1.7220412189423766,0.023064176985875654,1
15.64887531,0.144515369,-0.009417434,0.023708491,0.989173652,4.926941895,3.337224609,3.517468018,0.0,0.222,-1.0,0.0,0.5,2.533072510198218,1.460251532646161,4.9553319005128325,3.3297802910932504,3.517346810477866,-4.994430210418439,1.3836446332626737,0.17053454501639315,5.182548176128898,5.185353182661806,164.51527114680607,2.785538982052552,0.23518096088538065,5.095686717033999,1.4319155486403636,0.028335984005797208,1
15.65931504,0.145126967,-0.008862705,0.025438628,0.989046253,4.882378906,3.349996338,3.519629639,0.0,0.222,-1.0,0.0,0.5,2.7376226746105012,1.4276670486862382,4.893607632515162,3.346792912967376,3.5193339824778653,-4.843603131762028,1.3397682793366896,0.19920902112881048,5.025482100289654,5.029428851711774,164.53825191066963,2.848481104400209,0.22345049639104742,5.92320348561509,1.3922078023675013,0.03545924631873686,1
15.66933654,0.145114624,-0.008475529,0.024294659,0.989080219,4.837770996,3.362313232,3.522377686,0.0,0.222,-1.0,0.0,0.5,2.614272097681348,1.364741296713583,4.836402978806538,3.3626469844429003,3.5216299240932503,-4.772404311441752,1.3192190180525305,0.23136474269987384,4.951381800008893,4.956784378367077,164.5477905352523,2.906821810600581,0.2124921211320696,5.4834544517574955,1.317932301729635,0.04680899498394797,1
15.67932596,0.144691638,-0.00693336,0.024329034,0.989153353,4.793166992,3.374738281,3.524996338,0.0,0.222,-1.0,0.0,0.5,2.6442123910213082,1.1893583346938597,4.785994877988356,3.376626190932411,3.5244722615547888,-4.852757370879447,1.3419025791042607,0.26481324748841206,5.034874043353167,5.0418332666280055,164.54261511987522,2.958231730522752,0.2028269788274587,4.50218421153464,1.1244629607692245,0.06489537392463514,1
15.69048975,0.143587986,-0.005432738,0.024493294,0.989319493,4.748433105,3.387157471,3.527316895,0.0,0.222,-1.0,0.0,0.5,2.68876917861626,1.0189624714269678,4.744602410200477,3.388205561752924,3.5278389789767,-4.849276654662898,1.3419167632872386,0.2883876918976744,5.031523096742167,5.0397809609037525,164.53189554479664,3.000455330684937,0.19479044925845113,4.436117037950936,0.9519391551882475,0.06702331623872033,1
